"วันที่ลงบันทึก","เลขที่","ชื่อ","ที่อยู่","ยอดเงิน"
"2017-10-20","IV60100211","ร้าน ปทุมราชเทคนิค","16 ม.3","4,370.00"
"2017-10-20","IV60100210","ร้าน เชียงแสนเซอร์วิสการไฟฟ้า","84 ม.2 ถ.สาย-2","6,080.00"
"2017-10-20","IV60100209","ร้าน เจริญกิจวิทยุ","1490/19 ถ.ขุขันธ์","46,950.00"
"2017-10-20","CT6010255","ร้าน จิรภัทรการไฟฟ้า","79,21/4 ม.4","5,483.75"
"2017-10-20","IV60100207","ร้าน เจริญชัย"," 519 ม.8 ถ.พลดำริห์","22,320.00"
"2017-10-20","IV60100206","ร้าน พ.พาณิชย์","33/3 ม.1","26,775.00"
"2017-10-20","IV60100205","บริษัท รอยัล สยาม พร็อพเพอร์ตี้ จำกัด","194 ม.8","50,244.00"
"2017-10-20","IV60100203","ร้าน แสงตะวันกล้า","143/4-5 ม.3","7,650.00"
"2017-10-20","IV60100202","ร้าน ถวิลท้าวรอม","463 ม.1","12,221.00"
"2017-10-20","IV60100208","ร้าน มณฑลทองเทรดดิ้ง","236/37 ม.4 ถ.อำเภอ","18,423.00"
"2017-10-20","IV60100204","ร้าน เลิศพานิช","156/4 ม.1","2,850.00"
"2017-10-20","IV60100201","บริษัท  เอสอาร์ซุปเปอร์มาร์ท จำกัด","362/13-14 ถ.เพชรเจริญ","29,077.62"
"2017-10-19","IV60100200","ร้าน อุดมไลท์ติ้ง"," 10/20-22 ถ.โพธิ์ศรี(ติดโรงเรียนเทศบาล 1)","21,620.00"
"2017-10-19","IV60100197","ร้าน อุดรศิริธรรมการไฟฟ้า","128 ถ.หมากแข้ง","21,000.00"
"2017-10-19","IV60100195","ร้าน พรชัย","57 ม.18 ถนนเดช-บุณฑริก","43,916.00"
"2017-10-19","IV60100194","ร้าน พรวัฒนาการไฟฟ้า","415 ถนนสรรพสิทธิ์","3,150.00"
"2017-10-19","IV60100190","ร้าน เด่นเจริญ","3/20 หมู่ 3 ถ.นาเนียน","15,960.00"
"2017-10-19","IV60100189","ร้าน เจียวพานิช  ","381  ถ.ฉัตรไชย  ","29,200.00"
"2017-10-19","IV60100199","บริษัท ดับเบิ้ลยูพี 886 อิเล็คทริค จำกัด","53/29 ม.7","12,571.20"
"2017-10-19","IV60100198","ร้าน ชัยเจริญ","93/28 หมู่.1","7,000.00"
"2017-10-19","IV60100196","ร้าน อังกูรการไฟฟ้า","63 ม.13","23,875.00"
"2017-10-19","IV60100193","ร้าน ภิรมย์การไฟฟ้า","159/17 ม.4 ถ.ดอนนก","4,360.00"
"2017-10-19","IV60100192","ร้าน คงสิริการไฟฟ้า","59 ถ.จอมพล","15,275.00"
"2017-10-19","IV60100191","ร้าน ปากท่อการไฟฟ้า","174 ม.5 ต.ปากท่อ(ตรงข้ามโรงพยาบาล)","14,166.00"
"2017-10-18","CT6010242","ร้าน โชว์รูมเมืองทอง 2","57/70 หมู่ 6","5,850.00"
"2017-10-18","CT6010241","บริษัท ไทยพิพัฒน์ทูล แอนด์ โฮมมาร์ท จำกัด","555/5 หมู่ 7","4,092.75"
"2017-10-18","IV60100188","ร้าน ชัยรัตนธรรมอีเล็คทริค","108/1-2 ถนนหน้าเมือง","5,136.00"
"2017-10-18","IV60100187","ร้าน ดอกคำใต้การไฟฟ้า","119/4  ม.3","3,475.00"
"2017-10-18","IV60100186","ร้าน ดำรงการไฟฟ้า","218/4 ถ.โชตนา","38,880.00"
"2017-10-18","IV60100185","หจก. ท็อป อิเลคทริคอล","479/1 ถ.อัษฏาวงค์","7,560.00"
"2017-10-18","IV60100183","ร้าน แสงตะวัน 77","118 ม.1 ถ.ไทยสมัคร","5,220.00"
"2017-10-18","IV60100182","ร้าน สัมฤทธิ์การไฟฟ้า","204 ถ.พระราม","7,244.00"
"2017-10-18","CT6010240","พี เอส เอส มัลติ เซอร์วิค  ","462 ซ.บางบอน5 ซ.12 ถนนบางบอน 5","15,167.25"
"2017-10-18","IV60100180","ร้าน โปร-เซฟตี้","767/4 ถ.ราชญาติรักษา","14,650.00"
"2017-10-18","IV60100179","ร้าน  ช่างท่อนการไฟฟ้า","27/1 ซ.2","5,925.00"
"2017-10-18","IV60100178","ร้าน อี๊ด การไฟฟ้า  ","39 หมู่ 1","10,215.00"
"2017-10-18","IV60100176","หจก. จ.พาวเวอร์","313 ถ.ราษฎร์อุทิศ","6,900.00"
"2017-10-18","IV60100173","พี เอส เอส มัลติ เซอร์วิค  ","462 ซ.บางบอน5 ซ.12 ถนนบางบอน 5","2,700.00"
"2017-10-18","IV60100175","ร้าน เมืองทองการไฟฟ้า","126/2 ถ.นางพิมพ์","16,380.00"
"2017-10-18","IV60100174","ร้าน ระฆังทองวัสดุ","1/1 ถ.มหาดไทย","4,670.00"
"2017-10-18","IV60100172","ร้าน ชะอำเซ็นทรัลไล้ท์"," 598/1 ถ.เพชรเกษม","7,000.00"
"2017-10-18","IV60100184","บริษัท เมืองไทยเอาท์เล็ท จำกัด","299 หมู่4","10,400.00"
"2017-10-18","IV60100181","ร้าน กรุงไทยคลังไฟฟ้า ขอนแก่น","209 บูรณะเจริญ","21,600.00"
"2017-10-18","IV60100177","ร้าน วีกิจการไฟฟ้า","180/1-2 ถ.ธนูประสิทธิ์","33,330.00"
"2017-10-18","IV60100171","ร้าน อุดมธรรมอีเล็คทริค","80/5-6 ถนนชัยสุนทร","40,680.00"
"2017-10-17","IV60100170","ร้าน พรเทพวิทยุ","43/51-2 รามราช ถนน รามราช","7,780.00"
"2017-10-17","IV60100169","ร้าน อุดมการไฟฟ้า","เลขที่ 248/44 ม.1","7,600.00"
"2017-10-17","IV60100168","ร้าน มิตรสหายการไฟฟ้า","14 ม.2 ถ.บายพาล","8,782.00"
"2017-10-17","IV60100167","ร้าน มิตรสหายการไฟฟ้า","14 ม.2 ถ.บายพาล","1,375.00"
"2017-10-17","IV60100163","ร้าน ราชาการไฟฟ้า","","23,040.00"
"2017-10-17","IV60100162","ร้าน เนาวรัตน์การไฟฟ้า","439 ถ.พหลโยธิน","7,440.00"
"2017-10-17","CT6010199","บริษัท บิ๊กล็อต โฮมโปรดักส์ จำกัด","399/7 หมู่ที่ 2 ซอยบ้านหนองตุ","27,836.05"
"2017-10-17","IV60100161","ร้าน สินเจริญ  ","88/5 ถ.กาญจนวณิชย์ ","16,040.00"
"2017-10-17","IV60100160","ร้าน รุ่งไพรศาล(กิ๊ฟกิ่ง)","163/1 ม.1","3,902.00"
"2017-10-17","IV60100159","ร้าน ทวีสิน","192 ม.1","25,660.00"
"2017-10-17","IV60100156","ร้าน โชว์รูมเมืองทอง 2","57/70 หมู่ 6","5,040.00"
"2017-10-17","IV60100155","ร้าน ธนทรัพย์การไฟฟ้า","42  ถ.เดชา","16,452.00"
"2017-10-17","IV60100154","ร้าน ป.สว่างแสงฟ้า","88 ถ.หนองจิก","9,800.00"
"2017-10-17","IV60100153","ร้าน ปณิตาการไฟฟ้า","35/6-7 ถ.เทพาพัฒนา","3,630.00"
"2017-10-17","IV60100166","หจก. บุญทวีวัสดุ","141/2 ม.1","8,896.00"
"2017-10-17","IV60100165","ร้าน แสงรุ่งเรืองการไฟฟ้า","36-38 ถ.ชยางกูร","20,100.00"
"2017-10-17","IV60100164","ร้าน เอ็ม.ซี การไฟฟ้า","11 ถนนร่วมใจ","36,030.00"
"2017-10-17","IV60100158","หจก. ดาวทอง เซ็นเตอร์","267 ถนนประจันตเขต","34,560.00"
"2017-10-17","IV60100157","ร้าน แสงงามการไฟฟ้า","14 ถ.คชเสนี 2","21,180.00"
"2017-10-17","IV60100152","บริษัท เมืองไทยเอาท์เล็ท จำกัด","299 หมู่4","72,160.00"
"2017-10-16","IV60100151","ร้าน เอ ที การไฟฟ้า","402 บ้านฮ่องกอม้วง  ม.6 ","3,341.00"
"2017-10-16","IV60100150","ร้าน รวมการไฟฟ้า","11/1 ม.1","7,560.00"
"2017-10-16","IV60100149","คุณ ธิวัตร มีมโน","ราชบุรี","6,105.00"
"2017-10-16","IV60100148","ร้าน เนาวรัตน์การไฟฟ้า","439 ถ.พหลโยธิน","4,466.00"
"2017-10-16","IV60100145","ร้าน มานะการไฟฟ้า","41/2 ซอย.บางประจัน.เอกชัย-แม่กลอง","6,240.00"
"2017-10-16","IV60100144","ร้าน โปร-เซฟตี้","767/4 ถ.ราชญาติรักษา","2,137.50"
"2017-10-16","IV60100142","ร้าน เลิศพานิช","156/4 ม.1","3,000.00"
"2017-10-16","IV60100140","ร้าน  คูณฎี  ","55/40 ถ.วัฒนานุวงศ์ ","8,275.00"
"2017-10-16","IV60100139","ร้าน ช.โคมทอง","151 ม.8","8,505.00"
"2017-10-16","IV60100138","หจก. ฮั่วฮะการไฟฟ้า","48 ถ.สุนทรเทพ","44,400.00"
"2017-10-16","IV60100136","ร้าน จีโนฮาร์ดแวร์","25/6 ม.10","11,124.00"
"2017-10-16","IV60100147","ร้าน พ.พาณิชย์","33/3 ม.1","7,790.00"
"2017-10-16","IV60100146","ร้าน ครูเพียง","03/1 ม.15","27,402.00"
"2017-10-16","IV60100143","ร้าน แสงไทยวิทยุ","192-193 ถ.ราชนิกูล","8,640.00"
"2017-10-16","IV60100141","ร้าน เกษมพานิช","707 ม.1","6,435.00"
"2017-10-16","IV60100137","ร้าน เมืองไฟฟ้า","41/158-161 ถ.นิพัทธ์สงเคราะห์","14,880.00"
"2017-10-16","IV60100135","ร้าน จีโนฮาร์ดแวร์","25/6 ม.10","3,025.00"
"2017-10-16","CT6010196","ร้าน ส.พนมมาศการไฟฟ้า..","709 ถ.พหลโยธิน","10,450.00"
"2017-10-14","IV60100134","ร้าน เซียงกี่ท่ายาง 1996 (ร้านใหม่)","331/15 ม.1","3,135.00"
"2017-10-14","IV60100132","ร้าน เซียงกี่ท่ายาง 1996 (ร้านใหม่)","331/15 ม.1","2,205.00"
"2017-10-14","IV60100133","ร้าน ดอนไชยการไฟฟ้า","83/4 ม.7 ","7,600.00"
"2017-10-14","IV60100131","ร้าน มานะการไฟฟ้า","41/2 ซอย.บางประจัน.เอกชัย-แม่กลอง","3,625.00"
"2017-10-14","IV60100130","ร้าน วัฒนาโลหะกิจ","392/1-2 ซ.ลาดกระบัง","2,375.00"
"2017-10-14","IV60100129","ร้าน รัตน์การไฟฟ้า","111/7 ม.9 ต.พิชัย อ.เมือง จ.ลำปาง","14,100.00"
"2017-10-14","IV60100128","ร้าน ไพศาลการไฟฟ้า","37/1 ถ.บำรุงบุรี","37,080.00"
"2017-10-14","IV60100126","ร้าน โชคอนันท์","24/4 หมู่10","3,905.00"
"2017-10-14","IV60100125","ร้าน อำนวยพรวัสดุภัณฑ์","402 ม.2","1,400.00"
"2017-10-14","IV60100124","ร้าน ปูเป้การไฟฟ้า","13-17 บ้านต้นโชคหนองตอง","18,000.00"
"2017-10-14","IV60100121","ร้าน กนกพลการไฟฟ้า","241/2 ม.2","5,642.00"
"2017-10-14","IV60100119","บริษัท เมืองเลยบิ๊กโฮม","11/2 ถ.เลย-เชียงคาน","36,375.00"
"2017-10-14","IV60100118","ร้าน แสงตะวัน 77","118 ม.1 ถ.ไทยสมัคร","9,725.00"
"2017-10-14","IV60100117","ร้าน เมืองทองการไฟฟ้า","126/2 ถ.นางพิมพ์","15,480.00"
"2017-10-14","IV60100116","ร้าน สุรชัยอิเล็คทรอนิคส์"," 34 ม.1","37,960.00"
"2017-10-14","IV60100115","ร้าน ชัชวาลการไฟฟ้า","26/3 หมู่ 4","4,236.00"
"2017-10-14","IV60100127","บริษัท ดี-คอน ซัพพลาย จำกัด","159/3 หมู่ 2 ต.หนองอิรุณ อ.บ้านบึง จ.ชลบุรี 20220","9,488.00"
"2017-10-14","IV60100123","ร้าน โปร-เซฟตี้","767/4 ถ.ราชญาติรักษา","12,695.00"
"2017-10-14","IV60100122","ร้าน ปงชัยการไฟฟ้า(02)","544 ม.1","6,780.00"
"2017-10-14","IV60100120","ร้าน ซี ซี การไฟฟ้า","248/1 ม.1","11,080.00"
"2017-10-14","IV60100114","ร้าน ราชพฤกษ์การไฟฟ้า","239/2-3 ม.12 ถ.เรียบคลองชลประทาน","23,465.00"
"2017-10-14","CT6010195","หจก. อมร อิควิปเม้นท์","84/1 หมู่ที่ 4","2,033.00"
"2017-10-12","CT6010189","ร้าน โชว์รูมเมืองทอง 2","57/70 หมู่ 6","21,646.10"
"2017-10-12","IV60100113","ร้าน แสงทองโทรทัศน์ การไฟฟ้า","708-709  ม.1  ถ.วิชิตราษฎร์บำรุง","3,780.00"
"2017-10-12","IV60100112","หจก. จ.พาวเวอร์","313 ถ.ราษฎร์อุทิศ","5,268.00"
"2017-10-12","IV60100111","นำชัยการไฟฟ้า","503/6-9 ถ.ลูกเสือ","3,437.50"
"2017-10-12","IV60100110","นำชัยการไฟฟ้า","503/6-9 ถ.ลูกเสือ","7,110.00"
"2017-10-12","IV60100109","ร้าน แฮปปี้โฮม","405/12 ม.1 ถ.บึงกาฬ-นครพนม","11,060.00"
"2017-10-12","IV60100108","ร้าน แสงเสียงการไฟฟ้า","31/38-39 ","3,600.00"
"2017-10-12","IV60100107","ร้าน พงศกรการไฟฟ้า","18 ม.16","3,250.00"
"2017-10-12","IV60100105","ร้าน นุ๊กนิ๊ก เกษตรไฮเทค (ช่างดุ๊ก)","15  ม.6","3,600.00"
"2017-10-12","IV60100106","ร้าน อำนวยพรวัสดุภัณฑ์","402 ม.2","49,923.00"
"2017-10-11","IV60100104","บริษัท เสริมบุญ เอ็นจิเนียริ่ง (1994) จำกัด","117 ม.13 ถ.สุขสวัสดิ์","8,250.00"
"2017-10-11","IV60100103","หจก. คงสิน ซูเปอร์มาร์ท","164/13-14 ถ.โนนสูง-มิตรภาพ","2,420.00"
"2017-10-11","IV60100102","ร้าน โชว์รูมเมืองทอง 2","57/70 หมู่ 6","5,040.00"
"2017-10-11","IV60100100","ร้าน รัตนพานิช","69 ม.3 ถ.ขอนแก่น -ยางตลาด","13,635.00"
"2017-10-11","IV60100099","หจก. คงสิน ซูเปอร์มาร์ท","164/13-14 ถ.โนนสูง-มิตรภาพ","15,040.00"
"2017-10-11","IV60100098","ร้าน ทรัพย์อนันต์การไฟฟ้า","417/2 หมู่5 ถ.เศรษฐกิจ","4,750.00"
"2017-10-11","IV60100097","ร้าน กระบี่การไฟฟ้าและประปา","36/5-6 ถ.ศรีพังงา","6,080.00"
"2017-10-11","IV60100095","หจก. อธิษฐานก่อสร้าง","172/2 ถ.สุขาภิบาล","4,125.00"
"2017-10-11","CT6010154","ร้าน โชว์รูมเมืองทอง 2","57/70 หมู่ 6","8,100.00"
"2017-10-11","IV60100094","ร้าน ประทิวการไฟฟ้า","31/3 ม.3","6,294.00"
"2017-10-11","IV60100101","ร้าน เจริญธรรมการไฟฟ้า","150-158 ถ.จุฑางกูร","187,040.00"
"2017-10-11","IV60100096","ร้าน แหลมทองการไฟฟ้า","47 ม.12","28,220.00"
"2017-10-10","IV60100093","ร้าน อาณาจักรการไฟฟ้า","739/4-5  ถ.หทัยราษฎร์","10,650.00"
"2017-10-10","CT6010153","บริษัท บิ๊กล็อต โฮมโปรดักส์ จำกัด","399/7 หมู่ที่ 2 ซอยบ้านหนองตุ","14,530.60"
"2017-10-10","IV60100091","เจริญแท้การไฟฟ้า","18/2 ม.6","9,870.00"
"2017-10-10","IV60100089","หจก. สุขเกษม เอ็นจิเนียริ่ง แอนด์ ซัพพลาย","64/100 หมู่.12 ถ.เทพประสิทธิ์  ","15,070.00"
"2017-10-10","IV60100088","ร้าน แสงทองโทรทัศน์ การไฟฟ้า","708-709  ม.1  ถ.วิชิตราษฎร์บำรุง","16,620.00"
"2017-10-10","IV60100087","ร้าน โปร-เซฟตี้","767/4 ถ.ราชญาติรักษา","8,766.00"
"2017-10-10","IV60100084","หจก. โคกกรวดค้าไม้","111 ม.3","6,240.00"
"2017-10-10","IV60100083","หจก. จิตรชัยการไฟฟ้า","887 ซ.พาณิชธนบุรี ถ.จรัญสนิทวงศ์","4,987.50"
"2017-10-10","IV60100092","ร้าน อังกูรการไฟฟ้า","63 ม.13","12,500.00"
"2017-10-10","IV60100090","ร้าน ร่ำรวย เคหะภัณฑ์","888/9 หมู่ 4","39,537.20"
"2017-10-10","IV60100086","ร้าน ปทุมราชเทคนิค","16 ม.3","12,440.00"
"2017-10-10","IV60100085","ร้าน วัฒนาโลหะกิจ","392/1-2 ซ.ลาดกระบัง","10,092.50"
"2017-10-09","IV60100082","ร้าน ปกูลทรัพย์ ฮาดแวร์","68/46-47 ม.1","11,565.00"
"2017-10-09","IV60100081","ร้าน วีเจ การไฟฟ้า","93/14 ม.5","2,660.00"
"2017-10-09","IV60100080","ร้าน ราชาการไฟฟ้า","","27,360.00"
"2017-10-09","IV60100079","หจก. จ.พาวเวอร์","313 ถ.ราษฎร์อุทิศ","3,370.00"
"2017-10-09","IV60100078","โชคบุญมีการไฟฟ้า","39/1 ถ.เจ้าแม่สองนาง","7,740.00"
"2017-10-09","IV60100077","ร้าน โปร-เวิร์ค รีเทล","เลขที่ 2 บางบอน 4 ซอย.8","11,880.00"
"2017-10-09","IV60100076","ร้าน สากลไฟฟ้า","54 ถ.โพธิ์สะอาด ","42,612.00"
"2017-10-09","IV60100075","ร้าน พูลเจริญ","32/2  ม.2","5,225.00"
"2017-10-09","IV60100073","ร้าน พลอยแสงไลท์ติ้งเฮาส์","22/1-2 ถ.เทศบาล 2","50,490.00"
"2017-10-09","IV60100072","ร้าน รุ่งแสงการไฟฟ้า","337/3 ถ.แสงซูโต","6,370.00"
"2017-10-09","CT6010138","ร้าน สัมฤทธิ์การไฟฟ้า","204 ถ.พระราม","3,745.00"
"2017-10-09","IV60100071","ร้าน สัมฤทธิ์การไฟฟ้า","204 ถ.พระราม","3,500.00"
"2017-10-09","IV60100069","ร้าน ขอนแก่นการไฟฟ้า","1/6 ถ.รื่นจิตร","25,440.00"
"2017-10-09","IV60100068","ร้าน ปณิตาการไฟฟ้า","35/6-7 ถ.เทพาพัฒนา","4,900.00"
"2017-10-09","IV60100067","ห้างหุ้นส่วนจำกัด เพชรนิมิตคอนกรีต","235-235/1-6 ม.6","5,780.00"
"2017-10-09","IV60100066","ร้าน ก่อเกียรติ","16,18,20 ถ.นครกิจบำรุง","10,369.50"
"2017-10-09","IV60100065","ร้าน วีอาร์ เทรดดิ้ง","54 ม.6 ต.ท่าแซะ อ.ท่าแซะ จ.ชุมพร","3,800.00"
"2017-10-09","IV60100064","ร้าน พรชัย","57 ม.18 ถนนเดช-บุณฑริก","24,696.00"
"2017-10-09","IV60100063","หจก. ฮั่วฮะการไฟฟ้า","48 ถ.สุนทรเทพ","20,820.00"
"2017-10-09","IV60100074","ร้าน สินไพศาลฮาร์ดแวร์","71-3 หมู่ 1 ถนนนิวาสวัฒนกิจ","14,076.00"
"2017-10-09","IV60100070"," ร้าน บ้านไฟฟ้า","30 ถ.ราษฎร์รวมใจ","38,700.00"
"2017-10-07","IV60100062","ร้าน แสงรุ่งเรืองทรัพย์","141/2 ม.12 ถ.พ่อขุน-ป่ายางมน","45,120.00"
"2017-10-07","IV60100061","ร้าน สัมฤทธิ์การไฟฟ้า","204 ถ.พระราม","14,832.00"
"2017-10-07","IV60100060","ร้าน สงวนการไฟฟ้า","65/693-5 เอกชัย 80/1","33,965.00"
"2017-10-07","IV60100059","ร้าน S.P.การไฟฟ้า","64 ม.7","26,120.00"
"2017-10-07","IV60100058","ร้าน แสงตรีสิน","66 หมู่4 ซ.โรงสีเอกไรซ์ ถ.บางกรวย-ไทรน้อย","3,492.00"
"2017-10-07","IV60100057","บริษัท เคทีอิเลคทริค จำกัด","888 ม.1","174,000.00"
"2017-10-07","IV60100056","ร้าน เอ ที การไฟฟ้า","402 บ้านฮ่องกอม้วง  ม.6 ","4,776.00"
"2017-10-07","IV60100055","บริษัท หลุยส์ โซลูชั่น จำกัด","200 ถนนพระราม","15,254.00"
"2017-10-07","IV60100054","ร้าน โปร-เซฟตี้","767/4 ถ.ราชญาติรักษา","15,460.00"
"2017-10-07","IV60100053","ร้าน อุดรศิริธรรมการไฟฟ้า","128 ถ.หมากแข้ง","72,060.00"
"2017-10-06","IV60100051","ร้าน S.P.การไฟฟ้า","64 ม.7","40,430.50"
"2017-10-06","IV60100050","ร้าน สากลไฟฟ้า","54 ถ.โพธิ์สะอาด ","4,800.00"
"2017-10-06","CT6010122","บริษัท เค.ที.อาร์.ซัพพลายแอนด์เซอร์วิส จำกัด ","223/1-2 ถ.วิเศษกุล ","28,935.00"
"2017-10-06","IV60100049","ร้าน อุดมการไฟฟ้า","เลขที่ 248/44 ม.1","7,600.00"
"2017-10-06","IV60100048","ร้าน ควนลังการไฟฟ้า","433/3 ม.3 ถ.เพชรเกษม","7,025.00"
"2017-10-06","IV60100047","ร้าน ปทุมราชเทคนิค","16 ม.3","7,380.00"
"2017-10-06","IV60100052","ร้าน อังกูรการไฟฟ้า","63 ม.13","4,400.00"
"2017-10-06","IV60100046","ร้าน แสงไฟฟ้า","30/3 หมู่.3","1,800.00"
"2017-10-05","IV60100045","ร้าน รุ่งสิริโรจน์การไฟฟ้า","65/28-29","3,600.00"
"2017-10-05","IV60100044","ร้าน สมบูรณ์อีเล็คทริค (สกลนคร)"," 173/5 ม.13 ซ.สุขาวดี ถ.หนองทรายขาว","19,200.00"
"2017-10-05","IV60100043","คุณ ธิวัตร มีมโน","ราชบุรี","6,080.00"
"2017-10-05","CT6010103","บริษัท ไฟฟ้า อาทิมา จำกัด","50 ซ.เพชรเกษม 48 แยก 27","4,981.92"
"2017-10-05","IV60100040","ร้าน อี๊ด การไฟฟ้า  ","39 หมู่ 1","4,400.00"
"2017-10-05","IV60100039","ร้าน ปูเป้การไฟฟ้า","13-17 บ้านต้นโชคหนองตอง","27,250.00"
"2017-10-05","IV60100038","ร้าน เชียงน้อยการไฟฟ้า เวียงจันทร์","ตลาดบ้านโพนชัย","16,800.00"
"2017-10-05","IV60100035","บริษัท วีโปร ซับพลาย จำกัด","28/9-12 ม.4 ถ.ราชพฤกษ์","51,500.00"
"2017-10-05","IV60100034","ร้าน โปร-เซฟตี้","767/4 ถ.ราชญาติรักษา","27,710.00"
"2017-10-05","CT6010102","ร้าน เนาวรัตน์การไฟฟ้า","439 ถ.พหลโยธิน","8,505.00"
"2017-10-05","IV60100033","ร้าน วีกิจการไฟฟ้า","180/1-2 ถ.ธนูประสิทธิ์","13,876.00"
"2017-10-05","IV60100042","ห้างหุ้นส่วนจำกัด มีเราเทรดดิ้ง","8/208 หมู่บ้านศุภาลัยพาร์ควิลล์ ประชาอุทิศ ซ.ประชาอุทิศ 86","24,638.00"
"2017-10-05","IV60100041","ร้าน สัมฤทธิ์การไฟฟ้า","204 ถ.พระราม","4,350.00"
"2017-10-05","IV60100037","ร้าน แสงรุ่งเรืองการไฟฟ้า","36-38 ถ.ชยางกูร","1,250.00"
"2017-10-04","CT6010080","บริษัท แสงชัย อีควิพเม้นท์ จำกัด","13/24 ม.3","1,498.00"
"2017-10-04","CT6010071","ร้าน ส.สวิทช์บอร์ดการไฟฟ้า","31/22 ถ.ราษฎร์ยินดี","2,568.00"
"2017-10-04","IV60100031","ร้าน สมปองไฟฟ้า","2/3-4 ถ.ประชาวิถี","6,650.00"
"2017-10-04","IV60100028","ร้าน เอ็น การไฟฟ้า","เลขที่ 27-31 ถ.นิวาส","14,480.00"
"2017-10-04","IV60100027","บริษัท เค ที ซี อิเล็คทริค (2012) จำกัด","เลขที่ 2381 ซ.พุทธบูชา26","43,925.00"
"2017-10-04","IV60100026","ร้าน ไพบูลย์ฮาร์ดแวร์","111/10 ม.5 ถ.พุทธมณฑลสาย4","3,580.00"
"2017-10-04","IV60100032","บริษัท โอโซนไลท์ติ้ง จำกัด","31/38-39 ม.4","44,990.00"
"2017-10-04","IV60100030","ร้าน ภักดีการไฟฟ้า","3/5 ถ.เจษฎาบดินทร์","1,800.00"
"2017-10-04","IV60100029","ร้าน ถวิลท้าวรอม","463 ม.1","30,560.00"
"2017-10-04","CT6010070","หจก. เค เจ ที เทรดดิ้ง","36/70 ม.6 ถ.ตลิ่งชัน-สุพรรณบุรี","11,092.55"
"2017-10-03","IV60100025","ร้าน จงกลนี การไฟฟ้า","45-47-49 ถ.พิพิธภักดี","358,200.00"
"2017-10-03","IV60100024","ร้าน พงษ์ไพรเจริญก่อสร้าง","186/9  ม.1","2,928.00"
"2017-10-03","IV60100023","บริษัท วรรณาเคหะภัณฑ์(ข้างธ.กรุงเทพ)","107/11 ม.1 ถ.เทศบาลบ้านโพธิ์","1,152.00"
"2017-10-03","IV60100022","ร้าน ส.อุดมสุข","379/240-241 หมู่10","3,960.00"
"2017-10-03","IV60100021","ร้าน โคมการไฟฟ้า","263 ม.6","23,648.00"
"2017-10-03","IV60100020","ร้าน โปร-เซฟตี้","767/4 ถ.ราชญาติรักษา","14,940.00"
"2017-10-03","IV60100019","ร้าน ไฟฟ้าสองนคร","101/8 ม.2","3,631.00"
"2017-10-03","IV60100018","ร้าน นิวเคลีย์","87/1 ถ.ทิพย์วรรณ์","8,280.00"
"2017-10-03","IV60100017","ร้าน แสงไฟฟ้า","30/3 หมู่.3","2,190.00"
"2017-10-03","IV60100016","ร้าน ทวีสิน","192 ม.1","29,056.00"
"2017-10-03","IV60100015","ร้าน สินไพศาลฮาร์ดแวร์","71-3 หมู่ 1 ถนนนิวาสวัฒนกิจ","11,616.00"
"2017-10-03","IV60100014","หจก. คงสิน ซูเปอร์มาร์ท","164/13-14 ถ.โนนสูง-มิตรภาพ","25,640.00"
"2017-10-02","IV60100013","ร้าน เจริญทวีสุขอุปกรณ์ไฟฟ้า","1801/4 ม.5","8,100.00"
"2017-10-02","IV60100012","ร้าน เชียงแสนเซอร์วิสการไฟฟ้า","84 ม.2 ถ.สาย-2","8,640.00"
"2017-10-02","IV60100011","ร้าน กำแพงพีระการยนต์","419 ถ.เจริญสุข","13,735.00"
"2017-10-02","IV60100010","ร้าน รุ่งเรืองวัสดุ (รุ่งเรืองอะไหล่)","60  ม.4","31,610.00"
"2017-10-02","IV60100009","ร้าน จักรพันธ์ตรังไฟฟ้า","22-24 ถ.กันตรัง","6,080.00"
"2017-10-02","IV60100008","คมเพชรวิศวกรรม","315/20 ม.5","41,260.00"
"2017-10-02","IV60100007","บริษัท วรรณาเคหะภัณฑ์(ข้างธ.กรุงเทพ)","107/11 ม.1 ถ.เทศบาลบ้านโพธิ์","5,890.00"
"2017-10-02","IV60100005","ร้าน ซ้งการไฟฟ้า (พัทยาเหนือ)","8/13 หมู่.6","9,120.00"
"2017-10-02","CT6010059","หจก. เอส.เอ.แมชชีนเนอรี่ เอ็นจิเนียริ่ง","29/9-10 ม.4 ถ.ปทุมธานี-สามโคก","6,099.00"
"2017-10-02","IV60100002","ร้าน ท่าม่วงราดิโอ","75/15 ถ.แสงชูโตโต้","2,910.00"
"2017-10-02","IV60100006","ร้าน จักรพันธ์ตรังไฟฟ้า","22-24 ถ.กันตรัง","25,400.00"
"2017-10-02","IV60100004","ร้าน เอ ที การไฟฟ้า","402 บ้านฮ่องกอม้วง  ม.6 ","5,138.00"
"2017-10-02","IV60100003","ร้าน นิวเคลีย์","87/1 ถ.ทิพย์วรรณ์","43,180.00"
"2017-10-02","IV60100001","ร้าน วงศรัตน์"," 27/3-5 หมู่ 2 ถนนชัยพรวิถี","5,325.00"
"2017-10-02","CT6010061","บริษัท เฮ้าส์แอนด์โฮม ภูเก็ต จำกัด","88/8 หมู่ 2","6,567.66"
"2017-10-02","CT6010060","ดุลยวัตการไฟฟ้า","300/21 ม.4","5,767.30"
"2017-09-30","IV60090401","ร้าน ประทิวค้าวัสดุก่อสร้าง สาขา(2)","2 ม.3","3,960.00"
